"X","Date","Team","Team.Location","Team.Score","Opponent","Opponent.Score","Team.Result"
380,"11/27/15","Washington","Neutral",71,"Charlotte",66,"Win"
381,"11/27/15","Boston College","Neutral",67,"UC-Irvine",80,"Loss"
382,"11/27/15","University of California","Neutral",90,"Richmond",94,"Loss"
383,"11/27/15","UC-Irvine","Neutral",80,"Boston College",67,"Win"
384,"11/27/15","Jacksonville State","Neutral",68,"Chicago State",65,"Win"
385,"11/27/15","Portland","Neutral",74,"Colorado State",90,"Loss"
386,"11/27/15","Colorado State","Neutral",90,"Portland",74,"Win"
387,"11/27/15","Monmouth","Neutral",70,"Dayton",73,"Loss"
388,"11/27/15","Dayton","Neutral",73,"Monmouth",70,"Win"
389,"11/27/15","Chattanooga","Neutral",95,"Alabama State",58,"Win"
390,"11/27/15","Alabama State","Neutral",58,"Chattanooga",95,"Loss"
391,"11/27/15","Illinois","Neutral",72,"Alabama-Birmingham",58,"Win"
392,"11/27/15","Alabama-Birmingham","Neutral",58,"Illinois",72,"Loss"
393,"11/27/15","Army","Neutral",81,"Arkansas-Pine Bluff",60,"Win"
394,"11/27/15","Arizona","Neutral",65,"Providence",69,"Loss"
395,"11/27/15","Arkansas-Pine Bluff","Neutral",60,"Army",81,"Loss"
396,"11/27/15","Providence","Neutral",69,"Arizona",65,"Win"
397,"11/27/15","Virginia Tech","Neutral",75,"Iowa State",99,"Loss"
398,"11/27/15","Iowa State","Neutral",99,"Virginia Tech",75,"Win"
399,"11/27/15","IPFW","Neutral",71,"Jacksonville",63,"Win"
400,"11/27/15","Loyola (IL)","Neutral",74,"Toledo",82,"Loss"
401,"11/27/15","Toledo","Neutral",82,"Loyola (IL)",74,"Win"
402,"11/27/15","Liberty","Neutral",58,"Western Michigan",68,"Loss"
403,"11/27/15","Jacksonville","Neutral",63,"IPFW",71,"Loss"
404,"11/27/15","Western Michigan","Neutral",68,"Liberty",58,"Win"
405,"11/27/15","Abilene Christian","Neutral",72,"Florida A&M",62,"Win"
406,"11/27/15","Evansville","Neutral",69,"Santa Clara",57,"Win"
407,"11/27/15","Santa Clara","Neutral",57,"Evansville",69,"Loss"
408,"11/27/15","Florida A&M","Neutral",62,"Abilene Christian",72,"Loss"
409,"11/27/15","Gonzaga","Neutral",73,"Connecticut",70,"Win"
410,"11/27/15","Connecticut","Neutral",70,"Gonzaga",73,"Loss"
411,"11/27/15","Southeastern Louisiana","Neutral",68,"Gardner-Webb",77,"Loss"
412,"11/27/15","Gardner-Webb","Neutral",77,"Southeastern Louisiana",68,"Win"
413,"11/28/15","North Carolina-Asheville","Neutral",59,"Loyola (IL)",48,"Win"
414,"11/28/15","Loyola (IL)","Neutral",48,"North Carolina-Asheville",59,"Loss"
415,"11/28/15","Southern Illinois","Neutral",80,"Portland",79,"Win"
416,"11/28/15","Portland","Neutral",79,"Southern Illinois",80,"Loss"
417,"11/28/15","Middle Tennessee","Neutral",78,"Toledo",70,"Win"
418,"11/28/15","Toledo","Neutral",70,"Middle Tennessee",78,"Loss"
419,"11/28/15","Mississippi Valley State","Neutral",64,"Robert Morris",67,"Loss"
420,"11/28/15","Robert Morris","Neutral",67,"Mississippi Valley State",64,"Win"
421,"11/28/15","Texas-El Paso","Neutral",99,"Colorado State",90,"Win"
422,"11/28/15","Colorado State","Neutral",90,"Texas-El Paso",99,"Loss"
423,"11/28/15","Nebraska","Neutral",82,"Tennessee",71,"Win"
424,"11/28/15","Tennessee","Neutral",71,"Nebraska",82,"Loss"
425,"11/28/15","St. Francis (NY)","Neutral",65,"North Florida",78,"Loss"
426,"11/28/15","North Florida","Neutral",78,"St. Francis (NY)",65,"Win"
427,"11/28/15","Chattanooga","Neutral",62,"Jacksonville State",52,"Win"
428,"11/28/15","Alabama State","Neutral",66,"Chicago State",64,"Win"
429,"11/28/15","Jacksonville State","Neutral",52,"Chattanooga",62,"Loss"
430,"11/28/15","Chicago State","Neutral",64,"Alabama State",66,"Loss"
431,"11/28/15","George Washington","Neutral",56,"Cincinnati",61,"Loss"
432,"11/28/15","Cincinnati","Neutral",61,"George Washington",56,"Win"
433,"11/28/15","Arkansas-Pine Bluff","Neutral",62,"Southeastern Louisiana",60,"Win"
434,"11/28/15","Southeastern Louisiana","Neutral",60,"Arkansas-Pine Bluff",62,"Loss"
435,"11/28/15","Virginia Tech","Neutral",82,"Alabama-Birmingham",77,"Win"
436,"11/28/15","Oakland","Neutral",85,"Abilene Christian",57,"Win"
437,"11/28/15","Abilene Christian","Neutral",57,"Oakland",85,"Loss"
438,"11/28/15","Alabama-Birmingham","Neutral",77,"Virginia Tech",82,"Loss"
439,"11/28/15","Navy","Neutral",71,"Jacksonville",65,"Win"
440,"11/28/15","Saint Louis","Neutral",57,"Louisville",77,"Loss"
441,"11/28/15","Louisville","Neutral",77,"Saint Louis",57,"Win"
442,"11/28/15","Jacksonville","Neutral",65,"Navy",71,"Loss"
443,"11/28/15","Iowa State","Neutral",84,"Illinois",73,"Win"
444,"11/28/15","Illinois","Neutral",73,"Iowa State",84,"Loss"
445,"11/28/15","San Diego","Neutral",62,"Drexel",59,"Win"
446,"11/28/15","Drexel","Neutral",59,"San Diego",62,"Loss"
447,"11/28/15","Pacific","Neutral",63,"Eastern Washington",70,"Loss"
448,"11/28/15","Florida A&M","Neutral",73,"Alcorn State",71,"Win"
449,"11/28/15","Alcorn State","Neutral",71,"Florida A&M",73,"Loss"
450,"11/28/15","Eastern Washington","Neutral",70,"Pacific",63,"Win"
451,"11/29/15","Michigan State","Neutral",77,"Providence",64,"Win"
452,"11/29/15","Providence","Neutral",64,"Michigan State",77,"Loss"
453,"11/29/15","Monmouth","Neutral",83,"Southern California",73,"Win"
454,"11/29/15","Southern California","Neutral",73,"Monmouth",83,"Loss"
455,"11/29/15","Western Michigan","Neutral",65,"Mercer",68,"Loss"
456,"11/29/15","Mercer","Neutral",68,"Western Michigan",65,"Win"
457,"11/29/15","Alabama","Neutral",74,"Notre Dame",73,"Win"
458,"11/29/15","Notre Dame","Neutral",73,"Alabama",74,"Loss"
459,"11/29/15","Boston College","Neutral",45,"Santa Clara",62,"Loss"
460,"11/29/15","Santa Clara","Neutral",62,"Boston College",45,"Win"
461,"11/29/15","Dayton","Neutral",61,"Xavier",90,"Loss"
462,"11/29/15","Eastern Washington","Neutral",71,"South Dakota",77,"Loss"
463,"11/29/15","South Dakota","Neutral",77,"Eastern Washington",71,"Win"
464,"11/29/15","Xavier","Neutral",90,"Dayton",61,"Win"
465,"11/29/15","Stephen F. Austin","Neutral",94,"Appalachian State",84,"Win"
466,"11/29/15","Arizona","Neutral",68,"Boise State",59,"Win"
467,"11/29/15","Appalachian State","Neutral",84,"Stephen F. Austin",94,"Loss"
468,"11/29/15","Boise State","Neutral",59,"Arizona",68,"Loss"
469,"11/29/15","UC-Irvine","Neutral",56,"Evansville",75,"Loss"
470,"11/29/15","Liberty","Neutral",51,"Tulane",72,"Loss"
471,"11/29/15","Tulane","Neutral",72,"Liberty",51,"Win"
472,"11/29/15","Evansville","Neutral",75,"UC-Irvine",56,"Win"
473,"11/29/15","IPFW","Neutral",53,"Navy",75,"Loss"
474,"11/29/15","Navy","Neutral",75,"IPFW",53,"Win"
475,"11/29/15","Wichita State","Neutral",61,"Iowa",84,"Loss"
476,"11/29/15","Iowa","Neutral",84,"Wichita State",61,"Win"
477,"12/4/15","Oregon","Neutral",69,"Nevada-Las Vegas",80,"Loss"
478,"12/4/15","Nevada-Las Vegas","Neutral",80,"Oregon",69,"Win"
479,"12/4/15","Pittsburgh","Neutral",96,"Duquesne",75,"Win"
480,"12/4/15","Duquesne","Neutral",75,"Pittsburgh",96,"Loss"
481,"12/6/15","San Diego State","Neutral",48,"San Diego",53,"Loss"
482,"12/6/15","San Diego","Neutral",53,"San Diego State",48,"Win"
483,"12/6/15","Hofstra","Neutral",86,"Appalachian State",80,"Win"
484,"12/6/15","Florida State","Neutral",76,"Virginia Commonwealth",71,"Win"
485,"12/6/15","Virginia Commonwealth","Neutral",71,"Florida State",76,"Loss"
486,"12/6/15","Appalachian State","Neutral",80,"Hofstra",86,"Loss"
487,"12/7/15","Oklahoma","Neutral",78,"Villanova",55,"Win"
488,"12/7/15","Villanova","Neutral",55,"Oklahoma",78,"Loss"
489,"12/7/15","Navy","Neutral",47,"Oregon",67,"Loss"
490,"12/7/15","Oregon","Neutral",67,"Navy",47,"Win"
491,"12/8/15","Virginia","Neutral",70,"West Virginia",54,"Win"
492,"12/8/15","West Virginia","Neutral",54,"Virginia",70,"Loss"
493,"12/8/15","Connecticut","Neutral",66,"Maryland",76,"Loss"
494,"12/8/15","Maryland","Neutral",76,"Connecticut",66,"Win"
495,"12/12/15","Oklahoma State","Neutral",62,"Minnesota",60,"Win"
496,"12/12/15","Minnesota","Neutral",60,"Oklahoma State",62,"Loss"
497,"12/12/15","Tennessee State","Neutral",64,"Grambling",52,"Win"
498,"12/12/15","Grambling","Neutral",52,"Tennessee State",64,"Loss"
499,"12/12/15","Oregon State","Neutral",67,"Kansas",82,"Loss"
500,"12/12/15","Kansas","Neutral",82,"Oregon State",67,"Win"
501,"12/12/15","Illinois-Chicago","Neutral",79,"Illinois",83,"Loss"
502,"12/12/15","Illinois","Neutral",83,"Illinois-Chicago",79,"Win"
503,"12/13/15","St. John's (NY)","Neutral",84,"Syracuse",72,"Win"
504,"12/13/15","Syracuse","Neutral",72,"St. John's (NY)",84,"Loss"
505,"12/17/15","Marshall","Neutral",68,"West Virginia",86,"Loss"
506,"12/17/15","West Virginia","Neutral",86,"Marshall",68,"Win"
507,"12/18/15","Oregon State","Neutral",82,"Cal State Fullerton",69,"Win"
508,"12/18/15","Cal State Fullerton","Neutral",69,"Oregon State",82,"Loss"
509,"12/18/15","Weber State","Neutral",92,"Portland",82,"Win"
510,"12/18/15","Portland","Neutral",82,"Weber State",92,"Loss"
511,"12/19/15","Cal State Fullerton","Neutral",60,"Portland",65,"Loss"
512,"12/19/15","Portland","Neutral",65,"Cal State Fullerton",60,"Win"
513,"12/19/15","Ohio State","Neutral",74,"Kentucky",67,"Win"
514,"12/19/15","Tulsa","Neutral",71,"Oregon State",76,"Loss"
515,"12/19/15","Oregon State","Neutral",76,"Tulsa",71,"Win"
516,"12/19/15","Butler","Neutral",74,"Purdue",68,"Win"
517,"12/19/15","Purdue","Neutral",68,"Butler",74,"Loss"
518,"12/19/15","Kentucky","Neutral",67,"Ohio State",74,"Loss"
519,"12/19/15","Notre Dame","Neutral",73,"Indiana",80,"Loss"
520,"12/19/15","Indiana","Neutral",80,"Notre Dame",73,"Win"
521,"12/19/15","UCLA","Neutral",76,"North Carolina",89,"Loss"
522,"12/19/15","North Carolina","Neutral",89,"UCLA",76,"Win"
523,"12/19/15","Tennessee State","Neutral",81,"Alcorn State",76,"Win"
524,"12/19/15","Alcorn State","Neutral",76,"Tennessee State",81,"Loss"
525,"12/19/15","Florida","Neutral",72,"Oklahoma State",70,"Win"
526,"12/19/15","Oklahoma State","Neutral",70,"Florida",72,"Loss"
527,"12/19/15","Penn State","Neutral",63,"Drexel",57,"Win"
528,"12/19/15","Drexel","Neutral",57,"Penn State",63,"Loss"
529,"12/19/15","Duke","Neutral",75,"Utah",77,"Loss"
530,"12/19/15","Utah","Neutral",77,"Duke",75,"Win"
531,"12/19/15","Arkansas","Neutral",66,"Mercer",69,"Loss"
532,"12/19/15","Mercer","Neutral",69,"Arkansas",66,"Win"
533,"12/19/15","Colorado State","Neutral",56,"Kansas State",61,"Loss"
534,"12/19/15","Kansas State","Neutral",61,"Colorado State",56,"Win"
535,"12/19/15","Northern Iowa","Neutral",81,"Iowa State",79,"Win"
536,"12/19/15","Iowa State","Neutral",79,"Northern Iowa",81,"Loss"
537,"12/19/15","Princeton","Neutral",61,"Maryland",82,"Loss"
538,"12/19/15","Maryland","Neutral",82,"Princeton",61,"Win"
539,"12/19/15","Iowa","Neutral",70,"Drake",64,"Win"
540,"12/19/15","Florida State","Neutral",64,"Florida Atlantic",59,"Win"
541,"12/19/15","Florida Atlantic","Neutral",59,"Florida State",64,"Loss"
542,"12/19/15","Drake","Neutral",64,"Iowa",70,"Loss"
543,"12/19/15","Gonzaga","Neutral",86,"Tennessee",79,"Win"
544,"12/19/15","Tennessee","Neutral",79,"Gonzaga",86,"Loss"
545,"12/20/15","Pittsburgh","Neutral",94,"Davidson",69,"Win"
546,"12/20/15","Davidson","Neutral",69,"Pittsburgh",94,"Loss"
547,"12/21/15","Southern","Neutral",68,"North Carolina Central",65,"Win"
548,"12/21/15","North Carolina Central","Neutral",65,"Southern",68,"Loss"
549,"12/21/15","Eastern Illinois","Neutral",68,"Nebraska-Omaha",80,"Loss"
550,"12/21/15","Nebraska-Omaha","Neutral",80,"Eastern Illinois",68,"Win"
551,"12/21/15","UC-Irvine","Neutral",63,"Sam Houston State",53,"Win"
552,"12/21/15","Alabama","Neutral",68,"Oregon",72,"Loss"
553,"12/21/15","Oregon","Neutral",72,"Alabama",68,"Win"
554,"12/21/15","Sam Houston State","Neutral",53,"UC-Irvine",63,"Loss"
555,"12/21/15","Akron","Neutral",84,"UC-Santa Barbara",70,"Win"
556,"12/21/15","UC-Santa Barbara","Neutral",70,"Akron",84,"Loss"
557,"12/21/15","Wyoming","Neutral",82,"Marshall",90,"Loss"
558,"12/21/15","Marshall","Neutral",90,"Wyoming",82,"Win"
559,"12/21/15","Grand Canyon","Neutral",78,"Houston",69,"Win"
560,"12/21/15","Houston","Neutral",69,"Grand Canyon",78,"Loss"
561,"12/21/15","Idaho State","Neutral",62,"North Dakota State",67,"Loss"
562,"12/21/15","North Dakota State","Neutral",67,"Idaho State",62,"Win"
563,"12/22/15","Penn State","Neutral",70,"Colorado",71,"Loss"
564,"12/22/15","Colorado","Neutral",71,"Penn State",70,"Win"
565,"12/22/15","Oakland","Neutral",93,"Michigan State",99,"Loss"
566,"12/22/15","Michigan State","Neutral",99,"Oakland",93,"Win"
567,"12/22/15","Virginia Tech","Neutral",62,"Saint Joseph's",79,"Loss"
568,"12/22/15","Saint Joseph's","Neutral",79,"Virginia Tech",62,"Win"
569,"12/22/15","Nebraska-Omaha","Neutral",74,"Southern",53,"Win"
570,"12/22/15","North Carolina Central","Neutral",57,"Eastern Illinois",52,"Win"
571,"12/22/15","Eastern Illinois","Neutral",52,"North Carolina Central",57,"Loss"
572,"12/22/15","Utah Valley","Neutral",77,"North Carolina-Wilmington",102,"Loss"
573,"12/22/15","North Carolina-Wilmington","Neutral",102,"Utah Valley",77,"Win"
574,"12/22/15","Norfolk State","Neutral",62,"UC-Irvine",80,"Loss"
575,"12/22/15","Southern","Neutral",53,"Nebraska-Omaha",74,"Loss"
576,"12/22/15","UC-Irvine","Neutral",80,"Norfolk State",62,"Win"
577,"12/22/15","New Mexico","Neutral",78,"Auburn",83,"Loss"
578,"12/22/15","Auburn","Neutral",83,"New Mexico",78,"Win"
579,"12/22/15","Washington State","Neutral",60,"Oklahoma",88,"Loss"
580,"12/22/15","Oklahoma","Neutral",88,"Washington State",60,"Win"
581,"12/22/15","Wyoming","Neutral",89,"Houston",94,"Loss"
582,"12/22/15","Houston","Neutral",94,"Wyoming",89,"Win"
583,"12/22/15","North Dakota State","Neutral",68,"Texas-Rio Grande Valley",50,"Win"
584,"12/22/15","South Carolina","Neutral",75,"St. John's (NY)",61,"Win"
585,"12/22/15","Southern Methodist","Neutral",90,"Kent State",74,"Win"
586,"12/22/15","Kent State","Neutral",74,"Southern Methodist",90,"Loss"
587,"12/22/15","St. John's (NY)","Neutral",61,"South Carolina",75,"Loss"
588,"12/22/15","Texas-Rio Grande Valley","Neutral",50,"North Dakota State",68,"Loss"
589,"12/22/15","Louisiana-Monroe","Neutral",96,"Canisius",108,"Loss"
590,"12/22/15","Iona","Neutral",76,"UC-Santa Barbara",80,"Loss"
591,"12/22/15","UC-Santa Barbara","Neutral",80,"Iona",76,"Win"
592,"12/22/15","Canisius","Neutral",108,"Louisiana-Monroe",96,"Win"
593,"12/22/15","Boston College","Neutral",64,"Fordham",55,"Win"
594,"12/22/15","Marist","Neutral",84,"Brown",83,"Win"
595,"12/22/15","Brown","Neutral",83,"Marist",84,"Loss"
596,"12/22/15","Fordham","Neutral",55,"Boston College",64,"Loss"
597,"12/22/15","Marshall","Neutral",81,"Grand Canyon",85,"Loss"
598,"12/22/15","Grand Canyon","Neutral",85,"Marshall",81,"Win"
599,"12/22/15","Harvard","Neutral",85,"Brigham Young",82,"Win"
600,"12/22/15","Brigham Young","Neutral",82,"Harvard",85,"Loss"
601,"12/22/15","Nicholls State","Neutral",84,"Hampton",81,"Win"
602,"12/22/15","Hampton","Neutral",81,"Nicholls State",84,"Loss"
603,"12/23/15","Northern Iowa","Neutral",63,"Washington State",59,"Win"
604,"12/23/15","Washington State","Neutral",59,"Northern Iowa",63,"Loss"
605,"12/23/15","North Carolina-Wilmington","Neutral",76,"Missouri-Kansas City",56,"Win"
606,"12/23/15","Mississippi State","Neutral",93,"Northern Colorado",69,"Win"
607,"12/23/15","Missouri-Kansas City","Neutral",56,"North Carolina-Wilmington",76,"Loss"
608,"12/23/15","Northern Colorado","Neutral",69,"Mississippi State",93,"Loss"
609,"12/23/15","Southern Methodist","Neutral",70,"Colorado",66,"Win"
610,"12/23/15","Colorado","Neutral",66,"Southern Methodist",70,"Loss"
611,"12/23/15","Nicholls State","Neutral",74,"Canisius",83,"Loss"
612,"12/23/15","New Mexico","Neutral",66,"Brigham Young",96,"Loss"
613,"12/23/15","Canisius","Neutral",83,"Nicholls State",74,"Win"
614,"12/23/15","Brigham Young","Neutral",96,"New Mexico",66,"Win"
615,"12/23/15","Iona","Neutral",64,"Akron",78,"Loss"
616,"12/23/15","Kent State","Neutral",69,"Penn State",75,"Loss"
617,"12/23/15","Missouri","Neutral",63,"Illinois",68,"Loss"
618,"12/23/15","Akron","Neutral",78,"Iona",64,"Win"
619,"12/23/15","Penn State","Neutral",75,"Kent State",69,"Win"
620,"12/23/15","Hampton","Neutral",75,"Louisiana-Monroe",64,"Win"
621,"12/23/15","Louisiana-Monroe","Neutral",64,"Hampton",75,"Loss"
622,"12/23/15","Illinois","Neutral",68,"Missouri",63,"Win"
623,"12/23/15","Auburn","Neutral",51,"Harvard",69,"Loss"
624,"12/23/15","Harvard","Neutral",69,"Auburn",51,"Win"
625,"12/23/15","Idaho State","Neutral",76,"Texas-Rio Grande Valley",64,"Win"
626,"12/23/15","Texas-Rio Grande Valley","Neutral",64,"Idaho State",76,"Loss"
627,"12/25/15","Oklahoma","Neutral",83,"Harvard",71,"Win"
628,"12/25/15","Harvard","Neutral",71,"Oklahoma",83,"Loss"
629,"12/25/15","Washington State","Neutral",82,"New Mexico",59,"Win"
630,"12/25/15","New Mexico","Neutral",59,"Washington State",82,"Loss"
631,"12/25/15","Northern Iowa","Neutral",76,"Brigham Young",84,"Loss"
632,"12/25/15","Brigham Young","Neutral",84,"Northern Iowa",76,"Win"
633,"12/28/15","South Dakota","Neutral",89,"Florida Gulf Coast",81,"Win"
634,"12/28/15","Florida Gulf Coast","Neutral",81,"South Dakota",89,"Loss"
635,"1/24/16","Cleveland State","Neutral",55,"Youngstown State",70,"Loss"
636,"1/24/16","Youngstown State","Neutral",70,"Cleveland State",55,"Win"
637,"1/30/16","Penn State","Neutral",72,"Michigan",79,"Loss"
638,"1/30/16","Michigan","Neutral",79,"Penn State",72,"Win"
639,"3/2/16","Eastern Illinois","Neutral",62,"Murray State",78,"Loss"
640,"3/2/16","Murray State","Neutral",78,"Eastern Illinois",62,"Win"
641,"3/2/16","Tennessee Tech","Neutral",72,"Austin Peay",92,"Loss"
642,"3/2/16","Austin Peay","Neutral",92,"Tennessee Tech",72,"Win"
643,"3/3/16","Gardner-Webb","Neutral",79,"Campbell",69,"Win"
644,"3/3/16","Campbell","Neutral",69,"Gardner-Webb",79,"Loss"
645,"3/3/16","Loyola (IL)","Neutral",74,"Bradley",66,"Win"
646,"3/3/16","Bradley","Neutral",66,"Loyola (IL)",74,"Loss"
647,"3/3/16","Manhattan","Neutral",81,"Marist",63,"Win"
648,"3/3/16","Marist","Neutral",63,"Manhattan",81,"Loss"
649,"3/3/16","Charleston Southern","Neutral",69,"Longwood",75,"Loss"
650,"3/3/16","Longwood","Neutral",75,"Charleston Southern",69,"Win"
651,"3/3/16","Canisius","Neutral",102,"Niagara",97,"Win"
652,"3/3/16","Niagara","Neutral",97,"Canisius",102,"Loss"
653,"3/3/16","Quinnipiac","Neutral",57,"Rider",60,"Loss"
654,"3/3/16","Rider","Neutral",60,"Quinnipiac",57,"Win"
655,"3/3/16","Tennessee State","Neutral",72,"Austin Peay",74,"Loss"
656,"3/3/16","Austin Peay","Neutral",74,"Tennessee State",72,"Win"
657,"3/3/16","Murray State","Neutral",66,"Morehead State",75,"Loss"
658,"3/3/16","Morehead State","Neutral",75,"Murray State",66,"Win"
659,"3/3/16","Drake","Neutral",67,"Missouri State",69,"Loss"
660,"3/3/16","Missouri State","Neutral",69,"Drake",67,"Win"
661,"3/3/16","Radford","Neutral",64,"Presbyterian",65,"Loss"
662,"3/3/16","Presbyterian","Neutral",65,"Radford",64,"Win"
663,"3/4/16","Drexel","Neutral",57,"Elon",56,"Win"
664,"3/4/16","Elon","Neutral",56,"Drexel",57,"Loss"
665,"3/4/16","Evansville","Neutral",66,"Missouri State",56,"Win"
666,"3/4/16","Longwood","Neutral",78,"High Point",89,"Loss"
667,"3/4/16","Illinois State","Neutral",57,"Indiana State",65,"Loss"
668,"3/4/16","Indiana State","Neutral",65,"Illinois State",57,"Win"
669,"3/4/16","High Point","Neutral",89,"Longwood",78,"Win"
670,"3/4/16","Missouri State","Neutral",56,"Evansville",66,"Loss"
671,"3/4/16","Belmont","Neutral",96,"Austin Peay",97,"Loss"
672,"3/4/16","Austin Peay","Neutral",97,"Belmont",96,"Win"
673,"3/4/16","Delaware","Neutral",63,"College of Charleston",67,"Loss"
674,"3/4/16","College of Charleston","Neutral",67,"Delaware",63,"Win"
675,"3/4/16","Coastal Carolina","Neutral",65,"Gardner-Webb",69,"Loss"
676,"3/4/16","Gardner-Webb","Neutral",69,"Coastal Carolina",65,"Win"
677,"3/4/16","Canisius","Neutral",55,"Iona",73,"Loss"
678,"3/4/16","Virginia Military Institute","Neutral",85,"Samford",92,"Loss"
679,"3/4/16","Morehead State","Neutral",70,"Tennessee-Martin",83,"Loss"
680,"3/4/16","Tennessee-Martin","Neutral",83,"Morehead State",70,"Win"
681,"3/4/16","Samford","Neutral",92,"Virginia Military Institute",85,"Win"
682,"3/4/16","Southern Illinois","Neutral",60,"Northern Iowa",66,"Loss"
683,"3/4/16","Presbyterian","Neutral",53,"Winthrop",67,"Loss"
684,"3/4/16","Winthrop","Neutral",67,"Presbyterian",53,"Win"
685,"3/4/16","Wichita State","Neutral",66,"Loyola (IL)",58,"Win"
686,"3/4/16","Loyola (IL)","Neutral",58,"Wichita State",66,"Loss"
687,"3/4/16","Citadel","Neutral",69,"Mercer",71,"Loss"
688,"3/4/16","Mercer","Neutral",71,"Citadel",69,"Win"
689,"3/4/16","Iona","Neutral",73,"Canisius",55,"Win"
690,"3/4/16","Loyola Marymount","Neutral",64,"San Diego",61,"Win"
